Unnamed: 0,scenario_id,title,description,category,listing_price,buyer_target,seller_target,outcome,accepted_price,transcript,prices,actions,transcript_display,bias,aggressiveness,fairness,dialogue_length,bias_cond_dialogue_length
20,96dfb572-e670-47c4-93ee-5b933eada529,A 4 bedroom single family house for rent in central Fremont,"This is a single family house in an excellent condition. It will be available for move-in on July 2017. It's in a very nice and quiet community with great school district. Email me for viewing or further information. Thanks.,Huge living room and family room, plus 4 spacious bedrooms,2 generous bathrooms with bathtubs,Great school district (Oliveira elementary, Thornton junior high, American high),Few mins drive to Bart and Lucky and 99 Supermarkets",housing,3200.0,2432.0,3200.0,Rejected,,"	Buyer: i'd like to make an offer of $
	Seller: i can do $180 given the ---
	Buyer: <
	Seller: <the agent's message>
	Buyer: 
	Seller: i can't do $160
	Buyer: i can do $220 considering the excellent school
	Seller: <the agent's message>
	Buyer: <the agent's message>
	Seller: i can do $220 considering the excellent school
	Buyer: i can do $2000 considering the school
	Seller: i can do $180 given
	Buyer: i'd like to counter your offer of $2432
	Seller: <the agent
	Buyer: <the agent's message>
","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","['offer', 'counter', '<offer|counter|accept|reject>', '<offer|counter|accept|reject>', 'reject', 'counter', 'offer', 'offer', '<offer|counter|accept|reject>', 'counter', 'counter', 'counter', 'counter', '<offer|counter|accept|reject>', '<offer|counter|accept|reject>']","
      =================================================================================================
      Negotiation for: <A 4 bedroom single family house for rent in central Fremont>
      =================================================================================================
      	Buyer: i'd like to make an offer of $
	Seller: i can do $180 given the ---
	Buyer: <
	Seller: <the agent's message>
	Buyer: 
	Seller: i can't do $160
	Buyer: i can do $220 considering the excellent school
	Seller: <the agent's message>
	Buyer: <the agent's message>
	Seller: i can do $220 considering the excellent school
	Buyer: i can do $2000 considering the school
	Seller: i can do $180 given
	Buyer: i'd like to counter your offer of $2432
	Seller: <the agent
	Buyer: <the agent's message>
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Rejected
      Agreed Price: N/A
      =================================================================================================
      ",,,,15,
21,13b26856-64d4-4f72-8b6d-c975f9246fe5,2 x DJI Mavic Pro Original Battery / Batteries,- Selling 2 x Gently Used DJI Mavic Pro Batteries.,electronics,150.0,114.0,150.0,Accepted,150.0,"	Buyer: i can see that the item has some wear and tear
	Seller: i can offer $180 given the buyer's comment about
	Buyer: <the agent's message>
	Seller: 
	Buyer: i appreciate the offer, but i
	Seller: i can do $180, but
	Buyer: i accept your offer of $
","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","['counter', 'counter', '<offer|counter|accept|reject>', '<offer|counter|accept|reject>', '<offer|counter|accept|reject>', 'counter', 'accept']","
      =================================================================================================
      Negotiation for: <2 x DJI Mavic Pro Original Battery / Batteries>
      =================================================================================================
      	Buyer: i can see that the item has some wear and tear
	Seller: i can offer $180 given the buyer's comment about
	Buyer: <the agent's message>
	Seller: 
	Buyer: i appreciate the offer, but i
	Seller: i can do $180, but
	Buyer: i accept your offer of $
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 150.0
      =================================================================================================
      ",-1.0,0.0,0.0,7,-0.14285714285714285
22,264a9baa-e234-496e-9570-f2f90d63a8c3,2016 Ibis Mojo HD3 for sale - Large,"Get ready for summer riding!,Immaculate condition, less than 100 miles.,Frame:  Carbon fiber,Color:  Matte Black,Fork: Fox Factory series Float 36,Shock: Fox Factory series Float EVOL,Shifter: Shimano XT Deore",bike,4200.0,3864.0,4200.0,Accepted,,"	Buyer: <
	Seller: i can do $2000.0.
	Buyer: <the agent's message>
	Seller: i can do $1900.0
	Buyer: <the agent's message>
	Seller: <the agent's message>
	Buyer: buy it for $1900.0
","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","['<offer|counter|accept|reject>', 'counter', '<offer|counter|accept|reject>', 'counter', '<offer|counter|accept|reject>', '<offer|counter|accept|reject>', 'accept']","
      =================================================================================================
      Negotiation for: <2016 Ibis Mojo HD3 for sale - Large>
      =================================================================================================
      	Buyer: <
	Seller: i can do $2000.0.
	Buyer: <the agent's message>
	Seller: i can do $1900.0
	Buyer: <the agent's message>
	Seller: <the agent's message>
	Buyer: buy it for $1900.0
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 4200.0
      =================================================================================================
      ",-1.0,0.0,0.0,7,-0.1428571428571428
23,7f0e8e5a-e65e-4efd-bc00-fa638bd62e57,FASHION OPTICAL KIDS' FRAME DISPLAY,"This Fashion Optical Kids' Frame Display is in excellent condition,  It measures 75""H x 23.5""W x 9""D.  It has 3 fixed vertical bars each 36"", plus two wall-mountable bars each 20.5"".  Comes with 20 frame clips that can be moved from bar to bar and spaced in any configuration.  Additional frame clips available at Fashion Optical.  LED lighting is available for an additional fee.",furniture,49.0,45.0,49.0,Accepted,,"	Buyer: i accept your offer of $100.
",[-1.0],['accept'],"
      =================================================================================================
      Negotiation for: <FASHION OPTICAL KIDS' FRAME DISPLAY>
      =================================================================================================
      	Buyer: i accept your offer of $100.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 49.0
      =================================================================================================
      ",-1.0,0.0,0.0,1,-1.0
24,95889926-0c1a-471c-861f-aa61dc965d55,2003 350z,2003 350z has 120k miles. JWT Clutch and flywheel installed 2 months ago. K&N long tube cold air intake with 5/16 motordyne spacer kit. Lowered on tein springs. New Michelin A/S sport plus tires installed at 109k. Maintenced every 3500 miles. Just selling because I'm looking for a work truck. 8900 OBO,car,8900.0,8188.0,8900.0,Rejected,,"	Buyer: i can offer $8500 considering the wear
	Seller: $180
	Buyer: i can do $8000, considering
	Seller: i can't do $8000, but i can
	Buyer: i'll start with a
	Seller: i can do $180, given the item
	Buyer: <the agent's message>
	Seller: i can do $180 given
	Buyer: <the agent's message>
	Seller: i can't do $8000, but
	Buyer: i'd be willing to meet you in the
	Seller: <the agent's message>
	Buyer: 
	Seller: 
	Buyer: 2003 350z has 120
","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","['offer', 'counter', 'offer', 'counter', 'offer', 'counter', '<offer|counter|accept|reject>', 'counter', '<offer|counter|accept|reject>', 'counter', 'counter', '<offer|counter|accept|reject>', '', '<offer|counter|accept|reject>', 'offer']","
      =================================================================================================
      Negotiation for: <2003 350z>
      =================================================================================================
      	Buyer: i can offer $8500 considering the wear
	Seller: $180
	Buyer: i can do $8000, considering
	Seller: i can't do $8000, but i can
	Buyer: i'll start with a
	Seller: i can do $180, given the item
	Buyer: <the agent's message>
	Seller: i can do $180 given
	Buyer: <the agent's message>
	Seller: i can't do $8000, but
	Buyer: i'd be willing to meet you in the
	Seller: <the agent's message>
	Buyer: 
	Seller: 
	Buyer: 2003 350z has 120
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Rejected
      Agreed Price: N/A
      =================================================================================================
      ",,,,15,
25,96e91a61-963a-4d0f-bd41-3f9c43aa8744,4 Cubicles for Sale,"Cubes for sale, 4 pack (2 deep, 2 wide). H:47, W:72, D:72.",furniture,400.0,240.0,400.0,Accepted,250.0,"	Buyer: <the agent's message>
	Seller: <the agent's message>
	Buyer: that's a bit lower than we were thinking
	Seller: i can do $180 given the item
	Buyer: i can offer $200 considering the
	Seller: <the agent's message>
	Buyer: <the agent's message>
	Seller: this item is priced competitively at $250
","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","['<offer|counter|accept|reject>', '<offer|counter|accept|reject>', 'counter', '<offer|counter|accept|reject>', 'counter', '<offer|counter|accept|reject>', '<offer|counter|accept|reject>', 'accept']","
      =================================================================================================
      Negotiation for: <4 Cubicles for Sale>
      =================================================================================================
      	Buyer: <the agent's message>
	Seller: <the agent's message>
	Buyer: that's a bit lower than we were thinking
	Seller: i can do $180 given the item
	Buyer: i can offer $200 considering the
	Seller: <the agent's message>
	Buyer: <the agent's message>
	Seller: this item is priced competitively at $250
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 400.0
      =================================================================================================
      ",0.875,0.375,0.125,8,0.109375
26,c88f8812-523c-404c-b12b-ea6507495419,Long board custom bilt from the board up,Hey there cl I have a long board for sale pretty much brand knew rode all together 4 or 5 times . The brand on the deck is a gravity skateboard. The brand of trucks are sidewinder 2sGuwuing.mini monster hawgs 70mm 78a Wheels with Swiss bones bearings brand new. Please no low ballers thank you and have a great day .,bike,200.0,184.0,200.0,Accepted,190.0,"	Buyer: considering the brand-new
	Seller: i can accept $195.00
","[-1.0, -1.0]","['counter', 'accept']","
      =================================================================================================
      Negotiation for: <Long board custom bilt from the board up>
      =================================================================================================
      	Buyer: considering the brand-new
	Seller: i can accept $195.00
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 200.0
      =================================================================================================
      ",0.25,0.05,0.75,2,0.125
27,74609904-d277-4a99-91db-848cc47b5000,MASI 3V Volumetrica CCCP 1990 BRAND NEW (NOS),"IRD Blackbird Modified / Thomson X2,Masi CroMoly / Record C,Record (36h) / DT Swiss / Velocity Deep V / Schwalbe Ultremo R,Rear Wheel / Hub / Rim / Tire:,Record (36h) / DT Swiss / Velocity Deep V / Schwalbe Ultremo R,Saddle / Seat Post:",bike,3450.0,2070.0,3450.0,Rejected,,"	Buyer: i appreciate your willingness to work with me.
	Seller: i can't do $150,
	Buyer: <the agent's message>
	Seller: i can offer $200.
	Buyer: i can offer $2650.0,
	Seller: <the agent's message>
	Buyer: <the agent's message>
	Seller: <the agent's message>
	Buyer: i can offer $2650.0
	Seller: the masi 3v v
	Buyer: i appreciate your willingness to
	Seller: i appreciate your willingness to
	Buyer: i can offer $2650.0 considering
	Seller: the masi 3v volumetric
	Buyer: <the agent's message>
","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","['counter', '<offer|counter|accept|reject>', '<offer|counter|accept|reject>', 'counter', 'counter', '<offer|counter|accept|reject>', '<offer|counter|accept|reject>', '<offer|counter|accept|reject>', 'counter', 'counter', 'counter', 'counter', 'offer', 'counter', '<offer|counter|accept|reject>']","
      =================================================================================================
      Negotiation for: <MASI 3V Volumetrica CCCP 1990 BRAND NEW (NOS)>
      =================================================================================================
      	Buyer: i appreciate your willingness to work with me.
	Seller: i can't do $150,
	Buyer: <the agent's message>
	Seller: i can offer $200.
	Buyer: i can offer $2650.0,
	Seller: <the agent's message>
	Buyer: <the agent's message>
	Seller: <the agent's message>
	Buyer: i can offer $2650.0
	Seller: the masi 3v v
	Buyer: i appreciate your willingness to
	Seller: i appreciate your willingness to
	Buyer: i can offer $2650.0 considering
	Seller: the masi 3v volumetric
	Buyer: <the agent's message>
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Rejected
      Agreed Price: N/A
      =================================================================================================
      ",,,,15,
28,88b0b813-3328-4d84-a6b9-fe3dbc639050,TREK JET 20 S for 5-10 Year Old Kid,"Fits 5-10 year old child depening on height,Single Speed",bike,100.0,76.0,100.0,Accepted,85.0,"	Buyer: i can offer $90.0 for
	Seller: i can't do $90
	Buyer: i can accept $85.0
","[-1.0, -1.0, -1.0]","['offer', 'counter', 'accept']","
      =================================================================================================
      Negotiation for: <TREK JET 20 S for 5-10 Year Old Kid>
      =================================================================================================
      	Buyer: i can offer $90.0 for
	Seller: i can't do $90
	Buyer: i can accept $85.0
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 100.0
      =================================================================================================
      ",0.25,0.15,0.75,3,0.08333333333333333
29,2064a51a-6395-4888-b8de-0bf65d43f2e9,"Bottom Floor, 2 Bd/2 Bth, Large Patio! Close to downtown, W.C. area!","Unwind in Your New Home Call Now:,114 Sharene Lane, Walnut creek, CA, 94596,http://rent.braddockandloganhomes.com/i0k029,This is a 2 Bedroom, 1 Bath, approximately 950 Sq. Ft.,Why look any more we have the Perfect home for you!!!Hurry they are going fast!! You will restore your energy so you can be doing the activities you enjoy. Make The Pines your next apartment home! Pets are also welcome!,- Private Patio,- Dishwasher,- Cable Ready,- Range (Electric/ Gas),- Air Conditioner (Window),- Heat (gas),- Microwave,- Large Closets",housing,2250.0,1350.0,2250.0,Accepted,,"	Buyer: i can offer $150 considering the flaws.
	Seller: i accept your offer of
","[-1.0, -1.0]","['offer', 'accept']","
      =================================================================================================
      Negotiation for: <Bottom Floor, 2 Bd/2 Bth, Large Patio! Close to downtown, W.C. area!>
      =================================================================================================
      	Buyer: i can offer $150 considering the flaws.
	Seller: i accept your offer of
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 2250.0
      =================================================================================================
      ",-1.0,0.0,0.0,2,-0.5
